LON,LAT,TEMPC,TEMP.MAXC,TEMP.MINC,PREC,WDSP
12.167,63.183,10.4,15.3,5.1,0,16.3
43.3,68.65,8.1,8.9,6.6,NA,11.7
13.15,63.383,14.7,18.3,9.3,NA,2.7
13.5,63.833,12.6,16.3,7.5,1.27,6.1
37.05,67.35,12.6,15.2,10.3,10.67,5.3
14.5,63.2,15.4,20.2,10,NA,9.3
46.667,67.8,7,7.6,6.1,NA,6.6
15.55,64.217,15.1,18.3,10.6,0,4.4
39.533,66.183,10.5,12.6,9,2.03,4.4
16.233,64.083,16.1,19.3,11.6,0,4.3
36.817,65.2,14.3,18.8,9.8,0,10
16.85,64.583,15.7,18.8,10.8,0,5.6
18.717,64.55,16.4,19,11,0,6.3
44.217,65.867,12.6,14.4,10,NA,4.7
17.433,64.717,14.7,17.6,9.6,NA,5.7
43.383,64.7,12.2,13.8,10,NA,3.3
47.65,64.75,11.6,17.3,5.8,0,1.7
18.25,63.133,15.7,17.8,11.9,0,3.2
18.717,64.55,16.2,19.2,12.4,0,5.9
34.283,63.767,19.4,24.4,12.6,0,5.8
18.367,64.083,15.3,18.1,10.9,0,4.9
38.117,63.9,19.1,24.7,13.6,0,2.7
18.55,63.65,15.3,17.9,9.5,0,4.4
19.017,63.183,17.8,19.4,16.4,0,16.5
30.717,61.717,18.1,22.4,10.5,0,2.7
19.7,64.566,16.1,18.4,11.2,0,3.2
34.267,61.817,20.6,26.4,13,0,5.2
36.583,61.8,17.3,24.7,1.1,0,1.5
42.067,61.083,20.1,24.1,15.8,0,1.4
20.867,63.8,18,20.6,15.3,0.25,12.2
21.317,64.382,17.2,20.8,13.6,0,7.4
21.067,64.599,17.1,22,8,0,6
37.75,60.017,19.2,24.8,14.8,0,4.4
49.65,60.367,12.9,15.9,10.3,0,3.1
12.283,61.833,12,15.1,8.5,NA,7
86.167,69.4,3.9,7.9,-0.4,0,5.8
13.117,61.167,10.4,15.6,6.8,NA,8.5
13.85,62.75,14.1,18.7,7.7,0,5.7
66.6,66.583,6.1,10,1,NA,6.8
74.533,62.183,8.4,11,6,NA,4.9
57.367,66,6.6,8,4,0,5.7
58.756,53.393,10.9,13,9,NA,7.9
78.733,67.467,4.3,6.7,2.8,NA,11.3
14.4,62.05,14.7,18.7,10.3,1.02,5.9
86.617,67.433,3.8,5.5,1.7,5.08,5.6
66.667,66.533,6.6,11,-0.1,0,4.2
15.667,62.283,14.4,17.2,8.9,NA,1.3
15.717,61.367,15.4,18.6,11.2,0,6.5
52.267,65.433,7.7,9.6,5.6,NA,2.5
57.1,65.117,7,8.4,5.5,0,3.6
64.717,65.483,6.9,12.5,1.7,NA,6.1
72.667,65.467,5.9,9.5,1.5,0,5.7
16.717,62.767,15.6,18.3,10.3,NA,NA
62.1,63.65,8.1,15.3,0,0,2.8
65.05,63.933,8.1,12.2,-0.3,NA,1.6
82.083,63.983,6.9,12.3,2.6,0,3.6
50.9,62.983,9.7,17.2,-1.7,0,1.1
56.2,62.7,10,16.4,5.3,0,3.2
60.867,62.433,7.1,15.8,-1.6,0,2.5
53.683,61.683,10.1,17.8,-0.4,0,1.5
50.783,61.683,11.9,17,6.6,0,3.1
80.267,61.1,8.1,11.5,3.2,NA,2.8
90.017,61.6,8.2,11.1,4.4,0.76,2.2
56.517,60.4,10.5,15.8,5,0,3.4
77.867,60.433,9.1,12,5,0,1.2
93.033,60.367,4,7.3,1.1,6.1,3.6
90.233,60.25,6.6,11.2,3.6,3.05,4.4
13.117,58.7,14.3,17.2,11.8,18.54,9.9
12.767,60.75,14,17,10,NA,4
118.333,68.617,10.4,14.6,6.4,1.27,8
124,68.733,12.2,17.2,8.3,7.11,12.1
13.467,59.367,14.4,16,13,NA,8.7
13.467,59.45,14.7,19.3,13.3,NA,8.5
14.183,59.667,13.8,20.7,11.1,3.81,4.3
15.25,59.867,13.3,20,9.7,2.29,5.3
15.05,59.233,14.9,17,12.3,NA,8.6
114.283,66.25,8.4,14.2,-1.9,0,3.2
123.4,66.767,11.6,18.2,5.1,0,5.3
143.233,66.45,12.1,17.1,-2.7,NA,3.6
16.433,60.967,15.4,19.8,7.7,0,5.2
14.5,60.967,14.7,18,11.1,10.67,5.7
17.117,59.65,16.3,20.2,12,0.76,5.6
16.633,59.583,16.1,19,13,NA,8.6
14.9,59.3,13.6,19.5,10.5,3.56,5.6
17.6,59.9,17.2,20.8,12,0,10.2
103.983,63.6,5.6,10.2,-0.5,0,1.7
118.333,63.283,12.1,18.3,6.3,0.25,5.3
17.9,59.367,17.4,20.5,12,NA,7.8
121.617,63.767,14.1,19.9,8.6,0,3.6
127.467,63.967,11.1,15.5,6.7,2.29,2.9
135.867,63.95,7.9,13.1,2.4,NA,1.2
143.15,63.25,8.5,15,5.2,NA,1.9
112.5,63.033,9.7,13.4,5.9,0.25,9
117.65,62.15,14.1,18.5,8.9,0,4.1
132.6,62.033,12.2,17.9,6.9,4.06,2.7
148.167,62.783,5.1,13.8,-7,0,3.2
16.683,59.917,15.4,19.4,9.5,1.78,4.8
16.983,60.267,15.8,20.7,10.4,0,6.1
18.067,59.35,17.7,20.5,14.4,0,NA
16.9,58.783,16.3,19,12,NA,8.8
18.7,59.3,17.9,20.3,15.4,0,9.8
18.633,59.833,16,20.4,6.9,0,3.8
120.417,60.4,14.1,20.3,9.2,7.87,4.1
131.983,60.9,15.6,21.6,9.2,16,3.9
130.199,60.167,13,19.1,7.8,12.95,1.9
142.333,60.083,11.6,16.7,1.7,NA,1.6
11,58.9,14.6,16.6,10.6,11.18,18.2
11.067,58.583,15.2,16.5,12.6,0,23.1
11.433,58.633,13.7,16.4,10.6,NA,3
161.283,68.75,5.5,11,1.2,0,4.1
164.167,68.117,6.5,12.1,-2.2,0,2.2
19.283,65.583,16.2,18,12,0,6.2
-179.633,68.9,3.5,4.9,2.4,12.95,8
12.717,58.433,14.3,17.2,11.7,9.14,12.4
12.283,57.667,13.5,16.4,11,NA,10.9
159.417,66.55,1.5,7.5,-5.5,0,1
13.967,58.45,13.8,17,11,NA,8
13.167,57.783,12.3,15.5,9.9,28.19,4.9
12.783,57.117,13.6,17.1,11.4,37.34,3.2
12.2,58.6,12.9,16.1,9.8,17.78,4.6
13.033,58.317,13.9,17.2,10.2,16.51,10
14.417,58.1,14.8,20.3,13.2,11.94,13.6
14.467,57.5,11.9,18.7,10.4,10.67,7.5
14.083,57.75,13.3,19.3,11,NA,10.6
13.767,58.083,13.1,15.9,10.6,NA,9.9
15.867,57.883,15.1,20,11.8,5.84,8.5
-173.233,64.382,6.6,9.8,4.4,1.02,5.6
152.317,62.45,6.8,14.8,-1.2,0,2.2
16.149,58.583,16.2,19,13,NA,9.2
16.149,58.583,16.1,19.9,12.9,7.37,5
166.217,62.483,8.3,13.4,-0.8,0,5
17.1,57.367,16.8,20.3,14.3,7.11,12.5
160.4,60.683,10,12.5,5.5,0,3.6
166,60.35,10.4,15.5,4.7,0,9.7
169.667,60.433,8.6,10.4,4.3,NA,16.2
18.983,57.433,15.3,19.5,12.7,0,17.7
12.933,56.383,13.9,16.9,12,NA,5.4
12.667,56.867,14.9,17.6,13,NA,8.3
24.583,59.383,18.2,26.1,13,0.51,8.8
12.833,56.683,14.9,18,12,NA,13.4
12.55,56.45,15.2,18.1,12.8,29.46,20.1
30.263,59.8,20.7,28,14,NA,6.9
33.55,59.65,19.3,28,9.3,0,3.6
12.767,56.033,15.2,18.2,12.5,17.53,10.7
30.1,53.95,20.7,26,11,0,8.1
22.817,59,19.3,20,19,0,10.2
22.5,58.217,18.4,20,16,0,12.6
23.817,58.95,18.1,26.6,14.3,0,9.7
24.733,58.967,18.2,25.7,13.4,0,7.3
26.95,58.867,18.6,25.7,12.2,1.02,4.1
12.817,55.383,15.3,17.8,13.5,3.05,18.7
13.067,56.95,12.9,17.2,10.9,33.53,6
22.05,57.917,18.7,22.3,16.7,0,18
23.967,58.1,19.5,24.7,17.3,0,14.3
26.733,58.3,18.2,25.8,13,2.03,8.4
26.033,57.783,18.2,26.2,14.6,NA,2.7
27.017,57.85,19.8,26.3,15.2,0.51,4.1
14.317,55.483,15.5,17.5,13.5,7.62,13.5
13.933,56.283,13.4,17.3,11.3,11.18,6.7
34.05,57.9,18.7,26.6,11.2,0,3.9
15.7,55.95,16.1,17.9,14.7,0,17.8
24.417,57.317,19.2,21.6,16.9,0,7
25.333,57.317,18.2,22,14,0,8.3
25.917,57.133,17.9,22.5,13.7,1.02,5.6
27.033,57.433,17.4,24.1,14.4,1.02,5.1
26.717,57.133,17.6,24.3,14.6,0,4.9
13.367,55.517,15.1,17.1,12,NA,13.2
33.117,57.133,17.8,26.7,9.6,0,2.7
21.183,56.883,17.7,21,15,0,6.3
21.017,56.483,17.2,21,14,0.51,11.6
14.733,56.933,14.2,18,11,NA,9.5
23.967,56.917,18.3,20.6,12.2,0,7.8
25.133,56.65,17.7,21.2,13,1.02,4.4
16.4,56.2,16.2,17.9,15,9.4,16.8
26.233,56.85,16.9,23.4,13,0,2.9
14.833,56.85,13.4,18,11,9.65,5.8
21.1,55.967,17.1,18,14,NA,6.3
23.383,55.883,17.1,20,11,0,8.1
14.1,56.017,14.9,18.8,12.6,NA,5.3
23.833,54.883,17.6,21.9,13.8,0,5.3
25.6,55.533,18.1,21.9,13.5,0.51,3.6
15.267,56.267,15.5,18.8,13.4,9.91,9.2
26.317,55.05,17,24,15.8,0,4.9
16.3,56.733,15.9,19,13,NA,9.7
25.283,54.633,16.8,20,10,NA,6.5
30.417,54.5,18.1,26.4,11.8,0,5.3
32.067,54.75,16.8,24.6,9,0,2.7
18.15,56.917,16.4,19,15.1,7.37,18
30.067,53.95,17.7,26.3,10.6,0,5.3
24.75,60.2,18.4,22.4,14.6,0,7
39.917,59.317,18.7,25,13.9,0,5.2
27.217,67.017,16.6,19.6,13.2,0,21.9
42.767,59.967,18.9,21.5,15.6,0,4.4
45.467,59.533,17.5,25,12.7,0,2.8
48.283,59.85,13.7,16.8,10.3,0,1.7
21.617,63.1,19.2,25.3,16.1,0,NA
38.017,59.267,17.9,25.5,11.4,0,3.9
35.883,57.8,18.4,26.7,9.6,0,3.4
22.85,63.95,18.9,25.2,16.2,NA,10.9
24.85,67.783,14.3,15.4,11.4,0,18
41.533,58.483,19.2,26,12.7,0,4.6
24.45,63.45,19.5,26.7,14.3,0,5.1
43.383,58.35,18.5,23.4,14.9,0,4.1
45.533,58.367,17.8,23.4,10.2,NA,6.7
28.183,61.3,19.4,25.5,15.5,0,7.1
28.2,61.533,19.1,25.5,13.6,0,NA
40.783,57.733,19.7,25.4,15.2,0,4.6
40.967,56.95,25.3,26,24,0,10
23.55,62.333,18.3,24.9,13,0,5.5
46.633,57.667,17.8,23.3,11.8,NA,7.8
35.867,56.883,18.2,26.1,9.4,0,2.4
19.983,60.183,17.8,22.2,11.3,4.06,12
44,56.267,19.8,26,11,0,6
23.25,59.85,18.8,21.6,16.6,0,NA
37.417,55.967,18.7,25,11,0,7.6
37.25,55.583,18.9,25,12,0,5.6
22.467,61.833,18.2,23.9,12.8,0.76,7.4
23.117,60.367,18.7,22.4,13.4,0,NA
23.583,59.817,19.1,21.2,17.9,0,20.2
52.083,55.567,14.7,19,11,NA,10.9
23.75,61.467,19,24.8,13.5,NA,NA
44.5,55.033,18.2,23.6,12,0,5.3
25.05,61.05,18.4,25.8,13,0,NA
46.583,54.817,19.2,23.5,14.1,0,8.5
26.05,61.217,19.3,26.4,13.9,0,NA
22.183,62.417,18.5,24.3,13.5,NA,9.5
24.283,61.85,18.1,24.9,12.9,0,NA
26.1,61.883,18.4,26,13.2,0,NA
39.7,54.633,18.7,25.2,11.6,0,3.9
29.317,61.8,19.6,25.7,12.1,NA,NA
42.633,53.483,17.6,25,10,0,3.6
24.267,63.083,18.6,25.9,12.8,0,NA
27.317,63.15,19.9,25.6,13.4,0,5.4
36,52.933,17.4,25.5,9.6,0,5.1
29.233,63.233,19.2,24.6,8.8,0,4.4
24.35,59.917,19,21.7,17,0,18.9
30.05,63.317,19.4,24.8,10.7,0,5.4
45.017,53.117,18.3,26.2,9.7,0,8.7
47.333,56.083,18.7,23,13,NA,7.4
25.433,64.15,19.4,26.5,14.1,0,NA
30.167,64.3,19.3,24,12,0,4.9
52.25,59.35,11.6,17,5.4,0,2.5
20.783,69.05,11.5,13.7,9.4,2.03,6.2
28.25,65.567,18.8,24.4,12.2,0,7.7
60.533,59.6,9.4,15.2,4.3,0,3.2
26.017,66.583,19.1,23.2,15.6,0,4.8
58.85,58.517,7.5,12.2,1.3,0,3.2
60.783,58.867,8.4,15.1,1.1,0,3.1
27.183,68.083,15.6,17.3,12.9,33.02,4.4
24.033,68.067,13,13.8,10,0,15.9
24.117,67.967,13.8,14.9,10.2,NA,14.1
52.583,58.133,10.8,14.5,6.6,NA,1.6
54.683,58.083,11.1,14,7.3,NA,1.9
56.2,57.95,10.4,15,3,NA,5.8
60.067,57.883,9.7,14.3,3,0,3.1
63.683,58.05,10.4,16.5,4.9,0,1.1
27.5,69.067,13.7,16.4,10.4,0,5.7
54.75,57.083,11.9,16.9,7.9,NA,4.5
22.483,62.933,18.8,26.5,13.2,0,7.9
58.217,57.35,9,13,3.4,NA,1.6
26.65,67.367,18.1,21.2,15.5,0.76,6.3
65.433,57.117,10.7,16.4,5.4,NA,1.7
56.133,56.5,11,15.6,6.2,NA,3.2
60.633,56.833,12.1,15.6,8,NA,4.4
62.717,56.85,11.4,17.6,6.8,0,3.6
25.75,66.5,19.2,23.1,15.8,0,6
70.617,56.817,9.3,13,5.6,NA,2.6
74.383,56.9,10.3,13.6,4.3,NA,2.5
92.517,56.167,8.6,14,3,NA,4.6
52.067,55.767,16,20.3,12,NA,5
72.2,55.867,11.2,16.9,6.4,NA,3.3
71.367,55.567,11.7,17.9,5.3,NA,5.2
74.633,56.1,12.1,18.3,5.5,0,3.2
61.3,55.15,13.1,17,10,NA,1.6
65.4,55.467,9.9,15.9,5.6,NA,4.2
67.3,55.25,10.6,15.7,6,NA,4.2
69.117,54.783,11.1,16.5,6,NA,7
71.25,54.9,11.4,19,5.7,0,5
73.383,55.017,12.7,18.6,6,NA,6.7
50.417,54.5,15.8,22,10.7,NA,5.8
52.8,54.617,14.2,19,10,NA,8.9
55.833,54.717,11.6,15.5,8.2,NA,6.8
24.733,65.033,19.3,25.2,15.2,0.51,4.6
61.617,54.083,12.4,18.5,6.5,0,3.4
25.367,64.933,20.1,26,15,NA,8.8
25.4,65,19,23.5,15.8,NA,11.4
74.8,54.167,11.9,18,3,0,4.7
56,53.583,11.7,16,7.2,NA,3.6
65.55,53.317,10.7,17,4.2,NA,3.6
28.75,64.933,17.9,24.2,10.4,NA,3.7
50.45,53.25,16.6,21,13,NA,8.6
52.217,52.817,14.8,18.6,9.9,NA,5.5
66.967,52.817,11.3,18.5,1.9,0,4.4
27.683,64.283,19.7,25,14,NA,6.1
70.217,52.95,11.2,17.9,3.2,0,4.1
23.6,64.333,18.2,21.3,16.6,0,15.3
21.067,63.433,18.5,23.1,15.9,0,12.7
21.767,63.05,18.7,25,13,NA,9
80.833,59.05,9.5,13.1,5.5,0,3.9
23.133,63.717,19.5,27,13,NA,8.8
25.867,63.083,19.4,25.3,14.2,0,5.4
82.95,58.317,9.2,12.6,4.5,0,3.6
86.217,57.067,9.1,13.5,5.3,0.76,2.7
94.55,57.2,9.2,14.1,5.8,2.29,4.4
30.967,62.767,19.4,24,13.6,NA,5.7
76.567,56.6,9.9,15.4,5.3,1.27,4.6
78.35,56.35,9.9,14.9,5.7,0,5.8
22.467,61.85,18.6,23.9,14.4,0.51,7
23.75,61.517,18.9,23.5,14.8,0,12.9
84.917,56.5,8.9,13.2,5.6,2.03,1.2
23.583,61.417,18.6,24.1,13,NA,8.9
24.8,61.85,18.5,25,12,NA,5.8
93.133,56.9,9.6,14.2,7,0.76,2.9
28.95,61.95,19.2,25.4,10.5,NA,6
87.683,56.183,9.2,13.5,5.6,1.27,3.6
91.667,56.1,7.8,12.7,4.9,2.79,3.9
78.367,55.333,11,16,6.3,0,5.1
80.967,55.1,9.4,15.4,2.8,0,4.9
82.75,55.3,9.2,14.7,5,0.51,2.9
84.4,55.233,9.4,15.6,4.5,0,2.4
82.95,54.9,9.8,15.6,4.1,0,4.4
25.633,60.967,18.1,26.3,12.9,NA,3.2
89.817,55.3,7.1,13.2,0.2,0.51,3.2
87.65,55.217,7.3,11.8,5.3,3.56,3.6
26.933,60.9,18.8,25,13,0,8.4
27.183,60.283,19.4,21.6,17.7,0,14.6
99.033,54.883,9,14.6,4.6,22.1,1.9
19.9,60.117,17.8,20,15,NA,12.5
78.667,54.7,11.3,18.1,5.3,0,4.6
80.467,54.333,10,15.5,4.1,0,2.7
81.883,54.367,9.3,15.2,2.6,2.29,2.7
84.217,54.333,8.7,15.3,3.9,0,2.2
24.967,60.317,18.8,23,14,0,8.1
88.817,54.75,3.1,5.5,1.5,10.16,3.4
89.283,54.333,5.1,10.7,1.2,3.05,0.7
26.967,60.367,19.2,22,17.9,0,12.5
92.133,54.367,9.2,17.3,3.3,0.51,3.9
19.967,59.967,18.8,20.5,17.7,0,16.9
21.383,59.783,19.1,20.7,16.5,NA,21.4
79.233,53.967,11.3,16.7,7,0,4.6
81.267,53.817,10.3,16.1,5.2,0.51,3.4
80.767,53.267,11.2,17,7.5,1.02,4.1
83.517,53.433,11.1,16.3,6,0.76,3.4
24.017,59.933,19.1,21.3,17,NA,18.6
91.7,53.7,11,19,3.7,0.51,4.6
25.6,59.983,18.9,21.5,16.7,0,16.5
26.45,60.267,19.2,21.4,17.2,0,14.4
82.3,53.067,11,17,5,0,2.2
19.133,60.3,17.9,20.1,15.9,0,18.9
82.767,52.517,12.2,18.6,4.6,0,2.2
89.917,52.8,9.2,17,2,0.76,3.4
-0.85,60.75,12.1,13.7,10.9,6.1,18.5
-1.3,59.883,12.3,15,10,NA,19.5
-1.183,60.133,11.9,14.3,10,4.06,22.3
-4.4,59.083,10.4,11.8,9.3,0,36.2
-2.9,58.95,10.8,12,9.2,51.82,30.5
-7.367,57.333,11.1,12.9,10.3,1.02,19.9
114.167,57.817,13.5,18.6,9.4,17.02,4.1
101.75,56.283,8.7,15.4,4,0.51,4.9
-4.883,57.717,8.1,9.9,6.9,60.96,20.4
-5.8,57.25,10.9,11.9,10,1.02,18.5
118.267,56.9,16.7,22.6,13,8.13,4.6
-4.967,56.817,2.3,4,1,0,15.1
116.767,55.117,18.3,24.2,13.3,19.05,4.4
-4.7,56.867,9,10.2,7.4,1.78,9.3
124.667,55.183,20.2,29,11.5,0,1
105.167,54.8,9.3,12.1,5.4,10.16,3.9
113.583,54.467,14.4,21.4,8.6,22.86,3.6
102.05,53.933,8.5,14.3,2.4,16,2.8
-3.967,57.817,10.1,12.2,8.2,5.08,18.6
105.9,53.967,7.4,12.7,1.8,7.11,3.6
105.533,53.1,8.3,13.9,2.4,12.7,3.3
109.017,53.417,12.9,16.6,7.8,18.03,2.7
-3.633,57.117,1.3,3.3,-0.5,0,55
112.783,53.2,15.2,28.2,7.8,14.99,4.6
123.9,53.467,21.4,30.7,13.5,0,4.1
101.983,52.967,7.1,12.7,1,6.35,2.8
-3.417,56.883,4.1,5.8,1.9,0,39.5
108.283,52.983,13.3,17.8,10.6,13.97,5.3
109.967,52.767,10.2,17.8,4,5.08,11.4
-3.083,58.45,10.3,14,8,33.27,32.3
107.6,51.833,13.4,20.2,7,5.08,7.4
108.867,51.317,13.8,23,7.7,15.24,5.6
112.467,51.35,19.4,32,11.5,6.1,6.8
114.517,51.1,21.6,32,8.4,NA,9.5
-2.267,56.85,10.1,11.8,7.7,0.51,23.1
-2.217,57.2,9.9,11.7,7,5.08,20
108.75,50.367,15.4,25.9,9.7,6.1,3.4
111.967,49.567,22,33,9.2,0,5.8
113.267,50.267,21.6,32.3,9.4,0,5.6
115.583,50.95,23.2,31.7,14,NA,11.2
117.933,50.917,20.7,27.9,13.6,0,7.8
119.067,50.4,21.8,31.8,12.5,0,6.1
-6.883,56.5,11.3,13,10,0.51,19.9
143.2,59.367,13.3,14.9,11.9,NA,7.5
-5.7,55.433,11.9,14.2,10.5,1.52,18.9
138.15,56.45,13.8,17.5,10.1,0,2.9
125.817,53.467,22.8,30.8,12.3,0,2.9
127.3,53.7,23.9,30.6,14.4,0,1
-4.95,54.85,12,15.1,10.4,0.25,13.8
127.4,50.417,22.7,30,18,0,4.7
-4.583,55.5,12.3,14,11,NA,17.5
140.7,53.15,18.8,22,15,0,7
126,52.783,23.1,31.2,11.7,0,1
129.917,52.35,21.6,29.5,13.3,0,0.5
135.8,52.283,23.8,30.1,18,0,2.4
128.116,51.45,22.7,30.3,12.8,0,3.9
133.267,51.633,18.3,27.2,11.4,0,1.2
135.083,51.417,20.8,30.5,14.2,0,2.2
129.333,50.783,23.1,29.5,14.2,0,2.9
132.25,50.867,19.8,29.1,14.2,0,0.2
131.017,50.433,21.1,28.8,15,0,0.5
132.133,50.067,20.2,28.6,11.7,0,1.9
-3.733,55.617,9.4,11.8,8,0.51,16.5
137.033,50.533,21.2,26,18.9,0,3.9
128.65,49.617,22.3,30.6,14.2,0,1
130.083,49.417,23,29.1,16.5,0,2.7
-3.2,55.317,9.8,13.2,6.7,0,8.9
-3.017,56.45,12.4,14,10,NA,14.7
-2.55,55.05,9,12,7,NA,16
-3.35,55.933,10.6,13.6,9,4.06,13.2
133.833,48.617,21.5,30,14,0,3.9
135.167,48.517,23.1,29,17.5,0,5.2
136.183,47.667,20.4,28.5,14.3,0,0.5
138.4,47.6,20.9,32.1,10.8,0,1.9
138.333,46.533,20.9,27.8,15.8,0,5.1
133.733,45.867,23.4,30,14,0,3.2
136.6,45,22.1,30.5,16.8,0,3.6
131.983,45.217,23.4,26.3,15.1,0,1.9
131.383,44.4,23.3,28.9,15.1,NA,2.5
133.867,44.15,22.5,31.3,11.3,0,1
131.933,43.117,21.8,23.1,18.8,NA,10
130.8,42.65,23.4,26.6,19,0,3.9
133.067,43.967,22.6,30.2,13.2,0,2.2
133.9,42.9,20.5,26.3,15.5,0,3.3
142.9,53.5,14.6,19.1,5.3,0,10.7
141.633,52.217,19.5,22.4,14.4,0,5.3
142.167,50.9,18.9,23.6,14.4,0,4.1
144.733,48.65,12.4,17.2,10.5,0,9.5
-3.6,54.517,12.1,13.9,11,1.27,21.3
-3.167,54.617,11.7,14.4,8.9,1.78,5.4
142.2,47.983,20.1,23.6,16.2,0,5.6
-2.967,54.933,11.9,15.9,9.5,3.05,NA
156.667,50.867,11.4,13.3,10,0,16.5
156.133,50.683,14.1,17.9,11.9,NA,9.4
-2.683,54.5,11.1,14.1,9.2,2.03,9.5
-1.867,55.017,10.7,14.8,8.2,2.79,14.3
-1.6,55.417,11.6,15.8,8.1,1.02,16.1
162.467,56.217,9.7,13.6,5.7,NA,8.9
-1.683,55.033,11.6,16,9,NA,16.4
158.583,53.083,13.7,21,8,NA,6.4
-1.533,54.3,12.3,17.3,7.3,0.76,11.5
165.983,55.2,10.4,12.2,9.7,NA,21.4
-1.383,54.2,13.1,17,9,0,11.3
-1.383,54.2,13,17.5,8.1,5.08,11
-1.25,54.05,13.2,17.9,10,8.13,11.3
-0.867,54.567,11.7,16.9,8.9,1.52,18.9
-0.667,54.367,10.8,15.3,7.4,0.76,17.3
-0.167,54.1,13.6,18.6,9.6,5.59,11.3
37.733,48.067,20.8,27,12,0,6.1
34.667,48.533,21.8,29,14,0,4.7
-4.367,53.267,12.7,15.9,8.3,1.27,8.4
27.867,52.217,18.8,27.6,9.6,0,1.9
-3.933,53.1,11.8,13.9,9.9,9.4,11.1
-3.033,53.767,14.5,16.6,13.3,0.51,16.6
34.667,50.85,18.7,26.4,9.2,0,2.7
26.133,50.583,20.4,27.1,12.8,0,6.6
31.917,47.05,24.6,30,12,0,8
28.733,50.233,20.3,26.6,11.8,0,3.2
30.2,50.6,20.8,28,13,0,5.7
33.017,50,18.9,27.2,10.5,0,1.9
25.983,48.25,21.2,27,12,0,6.1
25.667,49.533,19.6,27,12.2,0,7
-1.65,53.867,11.2,14,9,NA,14.4
-4.983,50.433,14,15,12,0,12.9
24.7,48.967,19.1,25.2,13.8,0,4.6
30.233,48.767,18.2,27.5,8.7,0,0.2
25.9,48.367,20.4,27.5,11.9,0,6.8
32.2,48.517,19.6,28.3,9.5,0,2.7
-0.55,53.3,13.6,19,9.9,2.03,14.2
-0.35,53.567,14,18,10,NA,12.9
-0.517,53.167,14,18.6,10.5,0,12
-0.5,53.033,13.9,19.2,10.2,0.51,15.2
28.983,47.017,21.3,27.8,14.8,0,3.2
-0.433,53.867,13.4,18.1,10,0,12.5
28.933,46.917,18.7,28,8,0,3.8
0.067,53.467,13.8,18.7,9.8,0,11.9
32.567,46.633,21,30.7,11.5,0,2.8
32.7,45.517,21.7,30.4,13,0,13.1
34.133,44.683,21.4,29.4,13.9,0,15.4
36.417,45.4,23.3,28,18.6,0,11.7
-4.733,52.783,13.3,16.3,12.2,2.03,13.6
-3.583,52.907,12.1,15.3,8.5,2.03,4.9
-3.467,52.75,10.9,14.3,8.4,2.54,7.5
39.25,51.65,18.3,26,10,0,5.3
39.217,51.7,19.9,26,13.4,0,4.6
-2.667,52.8,13.9,19.3,10.5,0,9.4
43.15,51.55,18.8,26.4,10.8,0,3.9
46.033,51.55,21.8,27,16,0,11.1
-1.317,52.833,14.1,18,11,NA,13.6
36.583,50.633,21.3,27,13,0,3.5
36.133,49.967,20.8,28,12,0,0.8
40.567,49.933,19.7,28.4,10.3,0,2.2
48.55,50.15,20.6,27.6,9.6,0,6.3
35.017,47.8,21.8,29.5,11.8,0,4
0.15,52.867,14.1,19.7,9.7,0,12.9
48.8,47.9,21.1,27,13.3,0,6.1
37.5,47.033,20.7,26,13,0,7.1
49.267,46.6,19.5,27.5,10.2,0,6.8
0.567,52.65,14.1,19.6,9.5,0.51,12
38.15,46.033,22,28.9,14.7,0,5.6
45.35,46.183,21.7,29.1,12.1,0,4.1
39.033,45.05,21.3,28.5,13.1,0,4.4
39.15,45.033,20.7,28,15,0,12.5
42.083,45.117,17.6,25,9.1,0,9.5
-4.567,52.133,13.6,15.7,12.5,0,13.2
-3.95,52.35,13.3,16.2,11.1,2.03,5.3
-3.617,52.067,11.6,16.3,8.7,5.33,3.3
51.283,51.25,16.6,23.6,7,NA,6.1
69.8,51.617,12.6,19.4,6,0,4.9
-2.883,52.25,13.4,18.2,9.1,0,6.8
52.567,50.25,16.6,27,8.6,NA,8
-2.8,52.083,13.7,18,8.8,0.76,5.8
-2.033,52.15,14.7,19.2,11.4,0.25,8.2
51.167,50.2,19.3,25.9,10.6,NA,5.3
69.517,49.683,10.5,18.4,3,NA,5.8
63.5,49.633,16.8,23.4,7.4,0,3.2
73.15,49.8,8.8,15.5,-2,0,5.3
48,46.283,21.4,29,13,0,6.9
-1.467,52.367,16.1,18,13,NA,9.5
54.683,49.067,18.3,24.9,9.3,NA,5.8
-6.25,55.683,11.3,13,10,NA,17.2
51.917,47.117,20.6,27.6,14.3,0,7.3
61.65,46.783,18.7,24.9,7.6,0,8.7
0.483,52.367,14.4,19.5,9.7,0.76,9.8
75.083,46.8,16.1,22.4,9.9,0,6.7
0.567,52.417,14.3,19,10,0.25,10.6
62.117,45.767,16.2,24.2,5.6,0,1.9
56.117,45.4,19.3,25.9,9.9,0,5.6
64.083,45.5,17.6,24.5,8.8,0,9.7
67.067,45.25,16.5,25.3,5.5,0,3.9
82.2,51.15,13.3,19.6,1.3,NA,2.4
-5.05,51.7,14.1,17.9,12.1,0.51,9.1
86,51.433,11.2,19.5,3.4,0,1.5
78.35,50.867,14.8,20.5,9.8,0,1
80.3,50.417,14.1,22.5,1.5,NA,3.6
83.55,50.333,10.8,17.5,1,0,3.4
